PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"24440410","Emotional valence and arousal affect reading in an interactive way: neuroimaging evidence for an approach-withdrawal framework","Citron FM, Gray MA, Critchley HD, Weekes BS, Ferstl EC.","Neuropsychologia. 2014 Apr;56(100):79-89. doi: 10.1016/j.neuropsychologia.2014.01.002. Epub 2014 Jan 15.","Citron FM","Neuropsychologia","2014","2014/01/21","PMC4098114","","10.1016/j.neuropsychologia.2014.01.002"
"34034071","Anti-transfer learning for task invariance in convolutional neural networks for speech processing","Guizzo E, Weyde T, Tarroni G.","Neural Netw. 2021 May 14;142:238-251. doi: 10.1016/j.neunet.2021.05.012. Online ahead of print.","Guizzo E","Neural Netw","2021","2021/05/25","","","10.1016/j.neunet.2021.05.012"
"29242568","Automatic multiple zebrafish larvae tracking in unconstrained microscopic video conditions","Wang X, Cheng E, Burnett IS, Huang Y, Wlodkowic D.","Sci Rep. 2017 Dec 14;7(1):17596. doi: 10.1038/s41598-017-17894-x.","Wang X","Sci Rep","2017","2017/12/16","PMC5730596","","10.1038/s41598-017-17894-x"
"27363714","Effects of Within-Talker Variability on Speech Intelligibility in Mandarin-Speaking Adult and Pediatric Cochlear Implant Patients","Su Q, Galvin JJ, Zhang G, Li Y, Fu QJ.","Trends Hear. 2016 Jun 30;20:2331216516654022. doi: 10.1177/2331216516654022.","Su Q","Trends Hear","2016","2016/07/02","PMC4959306","","10.1177/2331216516654022"
"32746065","Classifying Major Depressive Disorder and Response to Deep Brain Stimulation Over Time by Analyzing Facial Expressions","Jiang Z, Harati S, Crowell A, Mayberg HS, Nemati S, Clifford GD.","IEEE Trans Biomed Eng. 2021 Feb;68(2):664-672. doi: 10.1109/TBME.2020.3010472. Epub 2021 Jan 21.","Jiang Z","IEEE Trans Biomed Eng","2021","2020/08/04","PMC7891869","NIHMS1665574","10.1109/TBME.2020.3010472"
"31946912","Effective EEG Channels for Emotion Identification over the Brain Regions using Differential Evolution Algorithm","Al-Qazzaz NK, Sabir MK, Ali S, Ahmad SA, Grammer K.","Annu Int Conf IEEE Eng Med Biol Soc. 2019 Jul;2019:4703-4706. doi: 10.1109/EMBC.2019.8856854.","Al-Qazzaz NK","Annu Int Conf IEEE Eng Med Biol Soc","2019","2020/01/18","","","10.1109/EMBC.2019.8856854"
"33664553","ARBEE: Towards Automated Recognition of Bodily Expression of Emotion in the Wild","Luo Y, Ye J, Adams RB Jr, Li J, Newman MG, Wang JZ.","Int J Comput Vis. 2020 Jan;128(1):1-25. doi: 10.1007/s11263-019-01215-y. Epub 2019 Aug 31.","Luo Y","Int J Comput Vis","2020","2021/03/05","PMC7928531","NIHMS1602760","10.1007/s11263-019-01215-y"
"27936846","The memorability of people: Intrinsic memorability across transformations of a person's face","Bainbridge WA.","J Exp Psychol Learn Mem Cogn. 2017 May;43(5):706-716. doi: 10.1037/xlm0000339. Epub 2016 Dec 12.","Bainbridge WA","J Exp Psychol Learn Mem Cogn","2017","2016/12/13","","","10.1037/xlm0000339"
"30683543","An automatic diagnostic network using skew-robust adversarial discriminative domain adaptation to evaluate the severity of depression","Sun B, Zhang Y, He J, Xiao Y, Xiao R.","Comput Methods Programs Biomed. 2019 May;173:185-195. doi: 10.1016/j.cmpb.2019.01.006. Epub 2019 Jan 17.","Sun B","Comput Methods Programs Biomed","2019","2019/01/27","","","10.1016/j.cmpb.2019.01.006"
"28269122","Video-based depression detection using local Curvelet binary patterns in pairwise orthogonal planes","Pampouchidou A, Marias K, Tsiknakis M, Simos P, Fan Yang, Lemaitre G, Meriaudeau F.","Annu Int Conf IEEE Eng Med Biol Soc. 2016 Aug;2016:3835-3838. doi: 10.1109/EMBC.2016.7591564.","Pampouchidou A","Annu Int Conf IEEE Eng Med Biol Soc","2016","2017/03/09","","","10.1109/EMBC.2016.7591564"
"30124315","Attentional capture for emotional words and images: The importance of valence and arousal","Sutton TM, Lutz C.","Can J Exp Psychol. 2019 Mar;73(1):47-54. doi: 10.1037/cep0000154. Epub 2018 Aug 20.","Sutton TM","Can J Exp Psychol","2019","2018/08/21","","","10.1037/cep0000154"
"29756792","Reading the lines in the face: The contribution of angularity and roundness to perceptions of facial anger and joy","Franklin RG, Adams RB, Steiner TG, Zebrowitz LA.","Emotion. 2019 Mar;19(2):209-218. doi: 10.1037/emo0000423. Epub 2018 May 14.","Franklin RG","Emotion","2019","2018/05/15","","","10.1037/emo0000423"
"33925371","Deep-Emotion: Facial Expression Recognition Using Attentional Convolutional Network","Minaee S, Minaei M, Abdolrashidi A.","Sensors (Basel). 2021 Apr 27;21(9):3046. doi: 10.3390/s21093046.","Minaee S","Sensors (Basel)","2021","2021/04/30","PMC8123912","","10.3390/s21093046"
"34156955","WeDea: A New EEG-based Framework for Emotion Recognition","Kim S, Yang HJ, Nguyen NAT, Prabhakar SK, Lee SW.","IEEE J Biomed Health Inform. 2021 Jun 22;PP. doi: 10.1109/JBHI.2021.3091187. Online ahead of print.","Kim S","IEEE J Biomed Health Inform","2021","2021/06/22","","","10.1109/JBHI.2021.3091187"
"24094284","The telltale face: possible mechanisms behind defector and cooperator recognition revealed by emotional facial expression metrics","Kovács-Bálint Z, Bereczkei T, Hernádi I.","Br J Psychol. 2013 Nov;104(4):563-76. doi: 10.1111/bjop.12007. Epub 2012 Nov 21.","Kovács-Bálint Z","Br J Psychol","2013","2013/10/08","","","10.1111/bjop.12007"
"29081753","Dual Temporal Scale Convolutional Neural Network for Micro-Expression Recognition","Peng M, Wang C, Chen T, Liu G, Fu X.","Front Psychol. 2017 Oct 13;8:1745. doi: 10.3389/fpsyg.2017.01745. eCollection 2017.","Peng M","Front Psychol","2017","2017/10/31","PMC5645805","","10.3389/fpsyg.2017.01745"
"29708376","Familiar size effects on reaction time: When congruent is better","Fisher C, Sperandio I.","J Exp Psychol Hum Percept Perform. 2018 Sep;44(9):1414-1425. doi: 10.1037/xhp0000543. Epub 2018 Apr 30.","Fisher C","J Exp Psychol Hum Percept Perform","2018","2018/05/01","","","10.1037/xhp0000543"
"27847817","Automatic Detection of Pectoral Muscle Region for Computer-Aided Diagnosis Using MIAS Mammograms","Yoon WB, Oh JE, Chae EY, Kim HH, Lee SY, Kim KG.","Biomed Res Int. 2016;2016:5967580. doi: 10.1155/2016/5967580. Epub 2016 Oct 25.","Yoon WB","Biomed Res Int","2016","2016/11/17","PMC5099485","","10.1155/2016/5967580"
"31560099","A dimensional approach to jealousy reveals enhanced fronto-striatal, insula and limbic responses to angry faces","Zheng X, Luo L, Li J, Xu L, Zhou F, Gao Z, Becker B, Kendrick KM.","Brain Struct Funct. 2019 Dec;224(9):3201-3212. doi: 10.1007/s00429-019-01958-x. Epub 2019 Sep 27.","Zheng X","Brain Struct Funct","2019","2019/09/28","","","10.1007/s00429-019-01958-x"
"27179447","A framework for the automatic detection and characterization of brain malformations: Validation on the corpus callosum","Peruzzo D, Arrigoni F, Triulzi F, Righini A, Parazzini C, Castellani U.","Med Image Anal. 2016 Aug;32:233-42. doi: 10.1016/j.media.2016.05.001. Epub 2016 May 3.","Peruzzo D","Med Image Anal","2016","2016/05/16","","","10.1016/j.media.2016.05.001"
"31877442","BrainMRNet: Brain tumor detection using magnetic resonance images with a novel convolutional neural network model","Toğaçar M, Ergen B, Cömert Z.","Med Hypotheses. 2020 Jan;134:109531. doi: 10.1016/j.mehy.2019.109531. Epub 2019 Dec 17.","Toğaçar M","Med Hypotheses","2020","2019/12/27","","","10.1016/j.mehy.2019.109531"
"31916785","Body perception in chimpanzees (Pan troglodytes): The effect of body structure changes","Gao J, Tomonaga M.","J Comp Psychol. 2020 May;134(2):222-231. doi: 10.1037/com0000214. Epub 2020 Jan 9.","Gao J","J Comp Psychol","2020","2020/01/10","","","10.1037/com0000214"
"29397450","Segmentation and texture analysis of structural biomarkers using neighborhood-clustering-based level set in MRI of the schizophrenic brain","Latha M, Kavitha G.","MAGMA. 2018 Aug;31(4):483-499. doi: 10.1007/s10334-018-0674-z. Epub 2018 Feb 3.","Latha M","MAGMA","2018","2018/02/05","","","10.1007/s10334-018-0674-z"
"30262838","An emotional modulation model as signature for the identification of children developmental disorders","Mencattini A, Mosciano F, Comes MC, Di Gregorio T, Raguso G, Daprati E, Ringeval F, Schuller B, Di Natale C, Martinelli E.","Sci Rep. 2018 Sep 27;8(1):14487. doi: 10.1038/s41598-018-32454-7.","Mencattini A","Sci Rep","2018","2018/09/29","PMC6160482","","10.1038/s41598-018-32454-7"
"23935410","Recognition of emotions in Mexican Spanish speech: an approach based on acoustic modelling of emotion-specific vowels","Caballero-Morales SO.","ScientificWorldJournal. 2013 Jul 10;2013:162093. doi: 10.1155/2013/162093. Print 2013.","Caballero-Morales SO","ScientificWorldJournal","2013","2013/08/13","PMC3725841","","10.1155/2013/162093"
"33903785","Understanding cartoon emotion using integrated deep neural network on large dataset","Jain N, Gupta V, Shubham S, Madan A, Chaudhary A, Santosh KC.","Neural Comput Appl. 2021 Apr 21:1-21. doi: 10.1007/s00521-021-06003-9. Online ahead of print.","Jain N","Neural Comput Appl","2021","2021/04/27","PMC8059693","","10.1007/s00521-021-06003-9"
"30335404","Anxious anticipation prolongs emotional interference for rapid visual detection","Haddara N, Ravid J, Miller EL, O'Hagan M, Caracciolo C, Miskovic V.","Emotion. 2019 Oct;19(7):1127-1137. doi: 10.1037/emo0000521. Epub 2018 Oct 18.","Haddara N","Emotion","2019","2018/10/19","","","10.1037/emo0000521"
"31613902","On the use of Action Units and fuzzy explanatory models for facial expression recognition","Morales-Vargas E, Reyes-García CA, Peregrina-Barreto H.","PLoS One. 2019 Oct 15;14(10):e0223563. doi: 10.1371/journal.pone.0223563. eCollection 2019.","Morales-Vargas E","PLoS One","2019","2019/10/16","PMC6793860","","10.1371/journal.pone.0223563"
"28755798","Detecting masses in dense breast using independent component analysis","de Oliveira Silva LC, Barros AK, Lopes MV.","Artif Intell Med. 2017 Jul;80:29-38. doi: 10.1016/j.artmed.2017.07.003. Epub 2017 Jul 26.","de Oliveira Silva LC","Artif Intell Med","2017","2017/07/31","","","10.1016/j.artmed.2017.07.003"
"34249893","An Ear Wearable Device System for Facial Emotion Recognition Disorders","Lian Z, Guo Y, Cao X, Li W.","Front Bioeng Biotechnol. 2021 Jun 23;9:703048. doi: 10.3389/fbioe.2021.703048. eCollection 2021.","Lian Z","Front Bioeng Biotechnol","2021","2021/07/12","PMC8261155","","10.3389/fbioe.2021.703048"
"27537275","The expression and recognition of emotions in the voice across five nations: A lens model analysis based on acoustic features","Laukka P, Elfenbein HA, Thingujam NS, Rockstuhl T, Iraki FK, Chui W, Althoff J.","J Pers Soc Psychol. 2016 Nov;111(5):686-705. doi: 10.1037/pspi0000066. Epub 2016 Aug 18.","Laukka P","J Pers Soc Psychol","2016","2016/08/19","","","10.1037/pspi0000066"
"33986655","Comparing Pre-trained and Feature-Based Models for Prediction of Alzheimer's Disease Based on Speech","Balagopalan A, Eyre B, Robin J, Rudzicz F, Novikova J.","Front Aging Neurosci. 2021 Apr 27;13:635945. doi: 10.3389/fnagi.2021.635945. eCollection 2021.","Balagopalan A","Front Aging Neurosci","2021","2021/05/14","PMC8110916","","10.3389/fnagi.2021.635945"
"28205306","Multi-site quality and variability analysis of 3D FDG PET segmentations based on phantom and clinical image data","Beichel RR, Smith BJ, Bauer C, Ulrich EJ, Ahmadvand P, Budzevich MM, Gillies RJ, Goldgof D, Grkovski M, Hamarneh G, Huang Q, Kinahan PE, Laymon CM, Mountz JM, Muzi JP, Muzi M, Nehmeh S, Oborski MJ, Tan Y, Zhao B, Sunderland JJ, Buatti JM.","Med Phys. 2017 Feb;44(2):479-496. doi: 10.1002/mp.12041.","Beichel RR","Med Phys","2017","2017/02/17","PMC5834232","NIHMS944085","10.1002/mp.12041"
"30906508","The Automatic Detection of Chronic Pain-Related Expression: Requirements, Challenges and the Multimodal EmoPain Dataset","Aung MSH, Kaltwang S, Romera-Paredes B, Martinez B, Singh A, Cella M, Valstar M, Meng H, Kemp A, Shafizadeh M, Elkins AC, Kanakam N, de Rothschild A, Tyler N, Watson PJ, de C Williams AC, Pantic M, Bianchi-Berthouze N.","IEEE Trans Affect Comput. 2016 Oct-Dec;7(4):435-451. doi: 10.1109/TAFFC.2015.2462830. Epub 2015 Jul 30.","Aung MSH","IEEE Trans Affect Comput","2016","2019/03/26","PMC6430129","NIHMS989061","10.1109/TAFFC.2015.2462830"
"24078018","Underconnectivity of the superior temporal sulcus predicts emotion recognition deficits in autism","Alaerts K, Woolley DG, Steyaert J, Di Martino A, Swinnen SP, Wenderoth N.","Soc Cogn Affect Neurosci. 2014 Oct;9(10):1589-600. doi: 10.1093/scan/nst156. Epub 2013 Sep 26.","Alaerts K","Soc Cogn Affect Neurosci","2014","2013/10/01","PMC4187281","","10.1093/scan/nst156"
"23877232","Centromere and cytoplasmic staining pattern recognition: a local approach","Iannello G, Onofri L, Soda P.","Med Biol Eng Comput. 2013 Dec;51(12):1305-14. doi: 10.1007/s11517-013-1102-1. Epub 2013 Jul 23.","Iannello G","Med Biol Eng Comput","2013","2013/07/24","","","10.1007/s11517-013-1102-1"
"31612875","Developing infrared spectroscopic detection for stratifying brain tumour patients: glioblastoma multiforme vs. lymphoma","Cameron JM , Butler HJ , Smith BR , Hegarty MG , Jenkinson MD , Syed K , Brennan PM , Ashton K , Dawson T , Palmer DS , Baker MJ .","Analyst. 2019 Nov 4;144(22):6736-6750. doi: 10.1039/c9an01731c.","Cameron JM","Analyst","2019","2019/10/16","","","10.1039/c9an01731c"
"21474362","Automatic graph-cut based segmentation of bones from knee magnetic resonance images for osteoarthritis research","Ababneh SY, Prescott JW, Gurcan MN.","Med Image Anal. 2011 Aug;15(4):438-48. doi: 10.1016/j.media.2011.01.007. Epub 2011 Feb 24.","Ababneh SY","Med Image Anal","2011","2011/04/09","PMC3131695","NIHMS307452","10.1016/j.media.2011.01.007"
"26316289","Automatic 2.5-D Facial Landmarking and Emotion Annotation for Social Interaction Assistance","Zhao X, Zou J, Li H, Dellandrea E, Kakadiaris IA, Chen L.","IEEE Trans Cybern. 2016 Sep;46(9):2042-55. doi: 10.1109/TCYB.2015.2461131. Epub 2015 Aug 26.","Zhao X","IEEE Trans Cybern","2016","2015/08/29","","","10.1109/TCYB.2015.2461131"
"19163233","Feature extraction of speech signals in emotion identification","Morales-Perez M, Echeverry-Correa J, Orozco-Gutierrez A, Castellanos-Dominguez G.","Annu Int Conf IEEE Eng Med Biol Soc. 2008;2008:2590-3. doi: 10.1109/IEMBS.2008.4649730.","Morales-Perez M","Annu Int Conf IEEE Eng Med Biol Soc","2008","2009/01/24","","","10.1109/IEMBS.2008.4649730"
"25074900","Local masking in natural images: a database and analysis","Alam MM, Vilankar KP, Field DJ, Chandler DM.","J Vis. 2014 Jul 29;14(8):22. doi: 10.1167/14.8.22.","Alam MM","J Vis","2014","2014/07/31","","","10.1167/14.8.22"
"23325123","Automated detection and grading of diabetic maculopathy in digital retinal images","Tariq A, Akram MU, Shaukat A, Khan SA.","J Digit Imaging. 2013 Aug;26(4):803-12. doi: 10.1007/s10278-012-9549-4.","Tariq A","J Digit Imaging","2013","2013/01/18","PMC3705025","","10.1007/s10278-012-9549-4"
"27010600","Who gives to whom? Testing the support gap hypothesis with naturalistic observations of couple interactions","Wang SW, Repetti RL.","J Fam Psychol. 2016 Jun;30(4):492-502. doi: 10.1037/fam0000196. Epub 2016 Mar 24.","Wang SW","J Fam Psychol","2016","2016/03/25","","","10.1037/fam0000196"
"33809352","The Extensive Usage of the Facial Image Threshing Machine for Facial Emotion Recognition Performance","Kim JH, Poulose A, Han DS.","Sensors (Basel). 2021 Mar 12;21(6):2026. doi: 10.3390/s21062026.","Kim JH","Sensors (Basel)","2021","2021/04/03","PMC7998952","","10.3390/s21062026"
"28557508","Neural markers of emotional face perception across psychotic disorders and general population","Sabharwal A, Kotov R, Szekely A, Leung HC, Barch DM, Mohanty A.","J Abnorm Psychol. 2017 Jul;126(5):663-678. doi: 10.1037/abn0000279. Epub 2017 May 29.","Sabharwal A","J Abnorm Psychol","2017","2017/05/31","PMC5695570","NIHMS871670","10.1037/abn0000279"
"32280016","Association of psychosocial traits with coronary artery calcium development and progression: The Multi-Ethnic Study of Atherosclerosis","Abdulla AG, Buzkova P, Nakanishi R, Budoff MJ.","J Cardiovasc Comput Tomogr. 2021 Jan-Feb;15(1):56-64. doi: 10.1016/j.jcct.2020.03.004. Epub 2020 Mar 30.","Abdulla AG","J Cardiovasc Comput Tomogr","2021","2020/04/14","","","10.1016/j.jcct.2020.03.004"
"33546287","Intelligent Video Highlights Generation with Front-Camera Emotion Sensing","Meyer H, Wei P, Jiang X.","Sensors (Basel). 2021 Feb 3;21(4):1035. doi: 10.3390/s21041035.","Meyer H","Sensors (Basel)","2021","2021/02/06","PMC7913274","","10.3390/s21041035"
"30896242","Enjoy it again: Repeat experiences are less repetitive than people think","O'Brien E.","J Pers Soc Psychol. 2019 Apr;116(4):519-540. doi: 10.1037/pspa0000147.","O'Brien E","J Pers Soc Psychol","2019","2019/03/22","","","10.1037/pspa0000147"
"23925594","Cerebellar contributions to different phases of visceral aversive extinction learning","Kattoor J, Thürling M, Gizewski ER, Forsting M, Timmann D, Elsenbruch S.","Cerebellum. 2014 Feb;13(1):1-8. doi: 10.1007/s12311-013-0512-9.","Kattoor J","Cerebellum","2014","2013/08/09","","","10.1007/s12311-013-0512-9"
"33531722","A novel Covid-19 and pneumonia classification method based on F-transform","Tuncer T, Ozyurt F, Dogan S, Subasi A.","Chemometr Intell Lab Syst. 2021 Mar 15;210:104256. doi: 10.1016/j.chemolab.2021.104256. Epub 2021 Jan 29.","Tuncer T","Chemometr Intell Lab Syst","2021","2021/02/03","PMC7844388","","10.1016/j.chemolab.2021.104256"
"34350424","Autonomic Activity and Surgical Flow Disruptions in Healthcare Providers during Cardiac Surgery","Kennedy-Metz LR, Bizzego A, Esposito G, Dias RD, Zenati MA, Furlanello C.","IEEE CogSIMA (2020). 2020 Aug;2020:10.1109/cogsima49017.2020.9216076. doi: 10.1109/cogsima49017.2020.9216076. Epub 2020 Oct 7.","Kennedy-Metz LR","IEEE CogSIMA (2020)","2020","2021/08/05","PMC8329755","NIHMS1658725","10.1109/cogsima49017.2020.9216076"
"33439841","Adaptively Learning Facial Expression Representation via C-F Labels and Distillation","Li H, Wang N, Ding X, Yang X, Gao X.","IEEE Trans Image Process. 2021;30:2016-2028. doi: 10.1109/TIP.2021.3049955. Epub 2021 Jan 21.","Li H","IEEE Trans Image Process","2021","2021/01/13","","","10.1109/TIP.2021.3049955"
